name,team,position,games_played,minutes_per_game,points,rebounds,assists,steals,blocks,field_goal_pct,three_point_pct,free_throw_pct,fantasy_value,fantasy_rank,player_id,draft_status,draft_price,draft_team
Tidjane Salaün,CHA,PF,60.0,20.7,5.9,4.7,1.2,0.5,0.2,0.33,0.283,0.713,1.909099999999999,571,848282,available,0,
Dillon Jones,OKC,SF,54.0,10.2,2.5,2.2,1.1,0.3,0.1,0.383,0.254,0.607,1.550400000000001,572,32661,available,0,
JD Davison,BOS,PG,16.0,5.8,2.1,0.8,0.8,0.3,0.1,0.353,0.222,0.714,1.5295333333333323,573,132837,available,0,
Jericho Sims,MIL,C,14.0,15.0,2.4,4.9,0.8,0.1,0.6,0.68,0.0,0.0,1.5050000000000043,574,334041,available,0,
Garrett Temple,TOR,SG,28.0,8.1,1.9,1.0,1.1,0.6,0.1,0.3,0.214,0.917,1.4662,575,337142,available,0,
Javonte Green,CLE,SG,18.0,9.2,3.3,2.2,0.6,0.6,0.1,0.365,0.242,0.5,1.4113333333333338,576,669602,available,0,
Cam Reddish,LAL,SF,33.0,17.8,3.2,2.0,0.7,1.0,0.3,0.404,0.277,0.615,1.382999999999999,577,988585,available,0,
Bronny James,LAL,SG,27.0,6.7,2.3,0.7,0.8,0.3,0.1,0.313,0.281,0.786,1.2475333333333332,578,499186,available,0,
Elfrid Payton,NOP,PG,24.0,21.3,3.5,3.3,6.9,1.0,0.5,0.328,0.167,0.571,1.1022999999999978,579,38218,available,0,
Cody Martin,PHX,SF,14.0,14.7,3.7,3.4,1.1,0.9,0.4,0.351,0.111,0.75,1.079999999999996,580,849143,available,0,
Trey Jemison,LAL,C,38.0,10.3,2.5,2.8,0.4,0.2,0.4,0.554,0.0,0.394,1.0740333333333307,581,682476,available,0,
Markieff Morris,LAL,PF,15.0,11.0,3.7,1.5,1.4,0.1,0.2,0.3,0.25,0.833,0.9246666666666652,582,452783,available,0,
Alex Len,LAL,C,10.0,12.2,2.2,3.1,0.8,0.1,0.3,0.455,0.333,0.25,0.7966666666666677,583,174237,available,0,
Gary Harris,ORL,SG,48.0,14.8,3.0,1.3,0.6,0.5,0.3,0.383,0.356,0.583,0.6770666666666663,584,412225,available,0,
Kris Murray,POR,SF,69.0,15.1,4.2,2.6,1.0,0.5,0.2,0.419,0.225,0.456,0.188933333333332,585,554247,available,0,
Pacome Dadiet,NYK,SG,18.0,6.2,1.7,1.0,0.3,0.2,0.1,0.323,0.316,0.667,0.1084000000000001,586,832264,available,0,
Sidy Cissoko,POR,SF,22.0,5.2,1.5,1.0,0.7,0.1,0.0,0.433,0.231,0.333,0.0095999999999989,587,962934,available,0,
Tristan Thompson,CLE,C,40.0,8.2,1.7,3.4,0.6,0.1,0.3,0.437,0.0,0.233,0.0,588,191597,available,0,
Justin Minaya,POR,SF,19.0,5.3,0.9,0.5,0.4,0.3,0.1,0.381,0.2,0.0,0.0,589,792314,available,0,
Luke Travers,CLE,SG,12.0,7.3,1.0,1.7,0.7,0.1,0.1,0.25,0.0,1.0,0.0,590,739948,available,0,
Spencer Jones,DEN,SF,20.0,6.3,1.3,0.9,0.3,0.3,0.3,0.324,0.059,1.0,0.0,591,810549,available,0,
Xavier Tillman Sr.,BOS,C,33.0,7.0,1.0,1.3,0.2,0.3,0.2,0.245,0.156,0.75,0.0,592,556834,available,0,
Cole Swider,2TM,SF,10.0,16.9,5.9,2.7,0.3,0.4,0.2,0.349,0.319,0.0,0.0,593,858258,available,0,
Jordan Walsh,BOS,PF,52.0,7.8,1.6,1.3,0.4,0.2,0.2,0.361,0.273,0.583,0.0,594,218359,available,0,
Chris Livingston,MIL,SF,21.0,5.0,1.4,1.7,0.2,0.2,0.0,0.333,0.0,0.75,0.0,595,37630,available,0,
Colby Jones,WAS,SG,24.0,5.4,1.1,1.0,0.3,0.3,0.3,0.423,0.4,0.0,0.0,596,111025,available,0,
Cody Williams,UTA,SG,50.0,21.2,4.6,2.3,1.2,0.5,0.3,0.323,0.259,0.725,0.0,597,707957,available,0,
Adam Flagler,OKC,SG,37.0,5.5,1.8,0.7,0.3,0.2,0.1,0.26,0.194,0.5,0.0,598,801836,available,0,
Vlatko Čančar,DEN,PF,13.0,10.5,1.8,2.5,0.7,0.2,0.2,0.385,0.267,0.0,0.0,599,132619,available,0,
Emoni Bates,CLE,SF,10.0,7.5,3.7,0.7,0.8,0.1,0.1,0.342,0.367,0.0,0.0,600,476756,available,0,
JT Thor,WAS,PF,11.0,18.8,3.9,3.8,0.5,0.5,0.5,0.364,0.2,0.571,0.0,601,984557,available,0,
Enrique Freeman,IND,PF,22.0,8.2,2.1,1.4,0.4,0.1,0.1,0.432,0.1,0.684,0.0,602,572676,available,0,
Elijah Harkless,UTA,SG,10.0,13.8,3.2,2.1,0.8,1.0,0.1,0.314,0.28,0.5,0.0,603,130139,available,0,
Delon Wright,NYK,PG,40.0,15.9,3.1,1.7,1.9,0.9,0.3,0.344,0.274,0.6,0.0,604,567024,available,0,
TyTy Washington Jr.,PHX,PG,16.0,7.4,2.2,0.8,1.0,0.2,0.0,0.311,0.19,0.5,0.0,605,603076,available,0,
Delon Wright,NYK,PG,26.0,15.6,2.5,1.8,1.8,0.9,0.3,0.268,0.245,0.563,0.0,606,567024,available,0,
Lindy Waters III,DET,SG,14.0,8.8,3.4,1.0,0.7,0.4,0.1,0.364,0.395,0.0,0.0,607,940066,available,0,
Reece Beekman,BKN,PG,36.0,13.0,2.6,1.1,1.8,0.9,0.1,0.327,0.175,0.762,0.0,608,310062,available,0,
Reece Beekman,BKN,PG,34.0,13.7,2.7,1.1,1.8,0.9,0.1,0.321,0.175,0.762,0.0,609,310062,available,0,
Trey Jemison,LAL,C,16.0,10.4,2.4,2.8,0.6,0.4,0.4,0.469,0.0,0.381,0.0,610,682476,available,0,
Joe Ingles,MIN,SF,19.0,6.0,0.8,0.6,1.2,0.1,0.0,0.261,0.2,0.0,0.0,611,225215,available,0,
